N,종목명,현재가,전일비,등락률,액면가,매출액,자산총계,영업이익
314.0,프레스티지바이오파마,9300.0,500.0,-5.10%,0.0,,5176.0,-235.0
315.0,QV 코스피 변동성 매칭형 양매도 ETN,7970.0,0.0,0.00%,0.0,,,
316.0,쿠쿠홀딩스,15480.0,10.0,-0.06%,100.0,7556.0,11495.0,879.0
317.0,티와이홀딩스,10800.0,30.0,-0.28%,500.0,3536.0,22830.0,224.0
318.0,LG생활건강우,261000.0,10000.0,-3.69%,5000.0,,,
319.0,파미셀,9100.0,30.0,-0.33%,500.0,602.0,1127.0,89.0
320.0,일동제약,20100.0,850.0,-4.06%,1000.0,6377.0,6558.0,-735.0
321.0,영진약품,2945.0,60.0,-2.00%,500.0,2184.0,2031.0,-74.0
322.0,삼성화재우,168600.0,400.0,-0.24%,500.0,,,
323.0,서울가스,107600.0,4800.0,-4.27%,5000.0,17245.0,18713.0,33.0
324.0,삼성SDI우,331500.0,8500.0,-2.50%,5000.0,,,
325.0,DI동일,20550.0,400.0,-1.91%,500.0,9137.0,10003.0,448.0
326.0,KG케미칼,38500.0,1950.0,-4.82%,5000.0,66074.0,69819.0,5011.0
327.0,TIGER 단기채권액티브,51910.0,10.0,+0.02%,0.0,,,
328.0,동일산업,219000.0,1000.0,-0.45%,5000.0,4981.0,4994.0,226.0
329.0,JW중외제약,23250.0,150.0,+0.65%,2500.0,6844.0,6280.0,630.0
330.0,유안타증권,2655.0,35.0,-1.30%,5000.0,24790.0,134199.0,433.0
331.0,지누스,28000.0,1100.0,-3.78%,500.0,11596.0,11148.0,656.0
332.0,KODEX 선진국MSCI World,21585.0,235.0,-1.08%,0.0,,,
333.0,신영증권,55700.0,100.0,-0.18%,5000.0,21122.0,110850.0,1213.0
334.0,TIGER 24-10 회사채(A+이상)액티브,52670.0,50.0,+0.10%,0.0,,,
335.0,KOSEF 국고채10년,112230.0,400.0,+0.36%,0.0,,,
336.0,HANARO 200,32780.0,280.0,-0.85%,0.0,,,
337.0,동아쏘시오홀딩스,81700.0,1500.0,-1.80%,5000.0,10149.0,17315.0,379.0
338.0,한화손해보험,4430.0,30.0,-0.67%,5000.0,84738.0,203827.0,2457.0
339.0,미래에셋증권2우B,3675.0,10.0,-0.27%,5000.0,,,
340.0,LF,17340.0,280.0,-1.59%,5000.0,19685.0,25840.0,1852.0
341.0,SK디앤디,22600.0,250.0,-1.09%,1000.0,5634.0,21916.0,643.0
342.0,미래에셋생명,2830.0,15.0,+0.53%,5000.0,33663.0,372500.0,880.0
343.0,TIGER 차이나항셍테크,5615.0,160.0,-2.77%,0.0,,,
344.0,한국카본,11210.0,30.0,+0.27%,500.0,3693.0,5853.0,248.0
345.0,NICE,12960.0,40.0,-0.31%,500.0,27529.0,33786.0,1452.0
346.0,KOSEF 200TR,40525.0,345.0,-0.84%,0.0,,,
347.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),8865.0,85.0,-0.95%,0.0,,,
348.0,삼화콘덴서,46450.0,600.0,+1.31%,1000.0,2635.0,2875.0,305.0
349.0,KODEX 미국S&P500TR,12375.0,140.0,-1.12%,0.0,,,
350.0,동아에스티,55400.0,0.0,0.00%,5000.0,6354.0,11577.0,167.0
351.0,고려제강,19070.0,70.0,-0.37%,1000.0,20726.0,25328.0,1335.0
352.0,삼성 레버리지 WTI원유 선물 ETN,1180.0,140.0,-10.61%,0.0,,,
353.0,롯데손해보험,1532.0,16.0,-1.03%,1000.0,36130.0,179258.0,-765.0
354.0,화승엔터프라이즈,7830.0,10.0,-0.13%,500.0,16540.0,14758.0,528.0
355.0,화신,13570.0,760.0,-5.30%,500.0,16903.0,10046.0,874.0
356.0,콘텐트리중앙,24350.0,200.0,-0.81%,5000.0,8521.0,25881.0,-716.0
357.0,HD현대에너지솔루션,41850.0,650.0,-1.53%,5000.0,9848.0,6528.0,902.0
358.0,진원생명과학,5980.0,60.0,-0.99%,1000.0,487.0,2229.0,-401.0
359.0,코람코에너지리츠,5250.0,10.0,-0.19%,500.0,344.0,12796.0,236.0
360.0,ACE 미국나스닥100,13455.0,150.0,-1.10%,0.0,,,
361.0,세아홀딩스,113300.0,200.0,+0.18%,5000.0,67458.0,59200.0,1961.0
362.0,현대그린푸드,13230.0,580.0,+4.58%,500.0,,,
363.0,유니드,66200.0,200.0,+0.30%,5000.0,14049.0,14893.0,1479.0
364.0,대성홀딩스,27600.0,2550.0,-8.46%,1000.0,12532.0,13913.0,70.0
365.0,롯데정보통신,28650.0,1050.0,-3.54%,5000.0,10477.0,8719.0,343.0
366.0,KB스타리츠,4340.0,0.0,0.00%,500.0,325.0,10058.0,116.0
367.0,TIGER 미국달러단기채권액티브,11580.0,10.0,-0.09%,0.0,,,
368.0,ARIRANG 종합채권(AA-이상)액티브,103300.0,300.0,+0.29%,0.0,,,
369.0,SGC에너지,29600.0,100.0,-0.34%,5000.0,28233.0,30544.0,2094.0
370.0,한미글로벌,39550.0,1050.0,+2.73%,500.0,3744.0,3731.0,307.0
371.0,남해화학,8710.0,30.0,+0.35%,1000.0,21696.0,9029.0,626.0
372.0,빙그레,43700.0,250.0,+0.58%,5000.0,12677.0,7693.0,394.0
373.0,에어부산,3690.0,40.0,-1.07%,1000.0,4050.0,12279.0,-813.0
374.0,신한알파리츠,5820.0,20.0,+0.34%,1000.0,506.0,19289.0,265.0
375.0,KODEX 미국나스닥100TR,11610.0,130.0,-1.11%,0.0,,,
376.0,삼양사,41300.0,50.0,-0.12%,5000.0,26524.0,29496.0,820.0
377.0,SIMPAC,6480.0,520.0,+8.72%,500.0,6722.0,9651.0,1189.0
378.0,ACE 200,32865.0,295.0,-0.89%,0.0,,,
379.0,신성이엔지,2035.0,53.0,+2.67%,500.0,6641.0,5776.0,210.0
380.0,세아제강,147500.0,3300.0,-2.19%,5000.0,18018.0,14651.0,2152.0
381.0,KODEX 미국FANG플러스(H),22615.0,285.0,-1.24%,0.0,,,
382.0,신한 레버리지 WTI원유 선물 ETN(H),835.0,95.0,-10.22%,0.0,,,
383.0,조선내화,10400.0,170.0,+1.66%,500.0,7980.0,16204.0,226.0
384.0,송원산업,17050.0,60.0,+0.35%,500.0,13295.0,12173.0,1851.0
385.0,KODEX 단기변동금리부채권액티브,106565.0,65.0,+0.06%,0.0,,,
386.0,아세아시멘트,10470.0,50.0,-0.48%,500.0,10401.0,20400.0,1180.0
387.0,BGF,4245.0,15.0,+0.35%,1000.0,4350.0,19380.0,612.0
388.0,서연이화,14880.0,420.0,-2.75%,500.0,28453.0,19303.0,1507.0
389.0,아모레퍼시픽우,38050.0,1950.0,-4.87%,500.0,,,
390.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,76.0,163.0,-30.0
391.0,국도화학,44100.0,250.0,+0.57%,5000.0,16018.0,14991.0,969.0
392.0,TIGER KRX2차전지K-뉴딜,18350.0,590.0,-3.12%,0.0,,,
393.0,삼성FN리츠,5070.0,80.0,-1.55%,500.0,,,
394.0,HDC,6560.0,70.0,-1.06%,5000.0,50449.0,115923.0,1585.0
395.0,신영증권우,55400.0,0.0,0.00%,5000.0,,,
396.0,풀무원,10230.0,20.0,+0.20%,500.0,28383.0,20492.0,263.0
397.0,케이씨텍,18690.0,10.0,-0.05%,500.0,3782.0,4833.0,603.0
398.0,조일알미늄,3075.0,40.0,-1.28%,500.0,5624.0,3677.0,158.0
399.0,DB,1931.0,167.0,+9.47%,500.0,4013.0,4143.0,236.0
400.0,이아이디,2220.0,180.0,-7.50%,200.0,2692.0,5662.0,-128.0
401.0,코오롱플라스틱,10000.0,0.0,0.00%,1000.0,5181.0,3870.0,460.0
402.0,TYM,2490.0,0.0,0.00%,500.0,11661.0,7821.0,1220.0
403.0,맵스리얼티1,4075.0,0.0,0.00%,0.0,,,
404.0,풍산홀딩스,37500.0,1100.0,-2.85%,5000.0,3877.0,11428.0,802.0
405.0,휴스틸,6640.0,30.0,+0.45%,1000.0,10309.0,12064.0,2892.0
406.0,세진중공업,6550.0,60.0,-0.91%,500.0,4101.0,5518.0,249.0
407.0,KODEX 코스닥150,12770.0,365.0,-2.78%,0.0,,,
408.0,남양유업,516000.0,3000.0,+0.58%,5000.0,9647.0,9023.0,-868.0
409.0,한국자산신탁,2955.0,15.0,+0.51%,500.0,2330.0,13638.0,1469.0
410.0,TIGER 일본니케이225,16900.0,20.0,-0.12%,0.0,,,
411.0,유나이티드제약,22200.0,100.0,+0.45%,500.0,2625.0,4179.0,482.0
412.0,웅진씽크빅,3120.0,40.0,-1.27%,500.0,9333.0,7908.0,276.0
413.0,일성신약,27050.0,200.0,+0.74%,1000.0,612.0,4944.0,13.0
414.0,YG PLUS,5630.0,240.0,+4.45%,500.0,1402.0,2414.0,103.0
415.0,SK렌터카,7550.0,40.0,-0.53%,500.0,12465.0,33420.0,951.0
416.0,HL홀딩스,34000.0,400.0,+1.19%,5000.0,12771.0,22799.0,858.0
417.0,LX하우시스,39100.0,50.0,+0.13%,5000.0,36112.0,24837.0,149.0
418.0,한화리츠,4965.0,45.0,-0.90%,500.0,,3.0,0.0
419.0,한일홀딩스,11280.0,10.0,+0.09%,1000.0,19656.0,32680.0,1325.0
420.0,현대퓨처넷,3135.0,10.0,-0.32%,500.0,1542.0,9153.0,95.0
421.0,신도리코,34250.0,250.0,-0.72%,5000.0,3782.0,10385.0,-22.0
422.0,효성화학,107900.0,3300.0,-2.97%,5000.0,28786.0,31311.0,-3367.0
423.0,영풍제지,17210.0,330.0,-1.88%,500.0,1054.0,2037.0,78.0
424.0,스카이라이프,7160.0,170.0,+2.43%,2500.0,10342.0,13613.0,632.0
425.0,알루코,3800.0,510.0,+15.50%,500.0,6454.0,8169.0,346.0
426.0,한국토지신탁,1341.0,5.0,+0.37%,1000.0,2129.0,17181.0,533.0
427.0,KISCO홀딩스,20900.0,400.0,+1.95%,1000.0,18106.0,17359.0,1979.0
428.0,대한제강,13660.0,250.0,+1.86%,1000.0,21416.0,12205.0,2154.0
429.0,코리아써키트,14220.0,190.0,+1.35%,500.0,15969.0,12934.0,992.0
430.0,KEC,2320.0,20.0,+0.87%,500.0,2562.0,4011.0,180.0
431.0,서흥,28950.0,50.0,-0.17%,500.0,6350.0,9264.0,620.0
432.0,이연제약,18580.0,270.0,-1.43%,500.0,1540.0,4847.0,96.0
433.0,KODEX 반도체,27930.0,375.0,+1.36%,0.0,,,
434.0,신대양제지,8280.0,70.0,-0.84%,500.0,6764.0,8845.0,509.0
435.0,한일현대시멘트,17230.0,20.0,+0.12%,5000.0,4712.0,6491.0,352.0
436.0,퍼시스,28950.0,0.0,0.00%,1000.0,3813.0,5448.0,327.0
437.0,대신증권우,12800.0,100.0,-0.78%,5000.0,,,
438.0,E1,48400.0,350.0,+0.73%,5000.0,79908.0,43397.0,2787.0
439.0,아이마켓코리아,9870.0,10.0,-0.10%,500.0,35882.0,12250.0,563.0
440.0,TIGER 글로벌자율주행&전기차SOLACTIVE,9680.0,60.0,-0.62%,0.0,,,
441.0,농심홀딩스,71000.0,900.0,+1.28%,5000.0,6746.0,13891.0,528.0
442.0,세방,17040.0,980.0,-5.44%,500.0,12904.0,12810.0,451.0
443.0,한화갤러리아,1696.0,26.0,-1.51%,500.0,,,
444.0,잇츠한불,14980.0,310.0,-2.03%,500.0,1307.0,4862.0,48.0
445.0,일양약품,17210.0,120.0,-0.69%,2500.0,3838.0,4982.0,404.0
446.0,대원제약,14950.0,40.0,+0.27%,500.0,4789.0,4536.0,430.0
447.0,한화3우B,14510.0,100.0,-0.68%,5000.0,,,
448.0,한농화성,20850.0,350.0,-1.65%,500.0,2394.0,2254.0,45.0
449.0,교보증권,5040.0,10.0,-0.20%,5000.0,40659.0,134173.0,517.0
450.0,포스코스틸리온,54300.0,600.0,+1.12%,5000.0,12021.0,5545.0,382.0
451.0,TIGER 미국S&P500선물(H),47705.0,455.0,-0.94%,0.0,,,
452.0,남선알미늄,2500.0,20.0,-0.79%,500.0,2557.0,4012.0,-25.0
453.0,조광피혁,48450.0,100.0,-0.21%,5000.0,1220.0,4420.0,5.0
454.0,SK증권,681.0,4.0,-0.58%,500.0,12507.0,64648.0,179.0
455.0,에이프로젠,1263.0,24.0,-1.86%,500.0,783.0,5999.0,-1193.0
456.0,엘브이엠씨홀딩스,1865.0,53.0,+2.92%,0.0,2493.0,6673.0,-144.0
457.0,LG헬로비전,4125.0,15.0,+0.36%,2500.0,11679.0,14280.0,538.0
458.0,SNT다이내믹스,9580.0,40.0,-0.42%,2500.0,4080.0,9310.0,258.0
459.0,아세아제지,35500.0,250.0,+0.71%,5000.0,10234.0,10349.0,1094.0
460.0,지역난방공사,27450.0,200.0,-0.72%,5000.0,41730.0,74781.0,-4039.0
461.0,KOSEF 200,32650.0,285.0,-0.87%,0.0,,,
462.0,흥아해운,1317.0,7.0,-0.53%,500.0,1779.0,3171.0,297.0
463.0,이리츠코크렙,4995.0,5.0,-0.10%,500.0,217.0,6930.0,167.0
464.0,신성통상,2195.0,25.0,+1.15%,500.0,14658.0,10228.0,1399.0
465.0,아세아,145500.0,4300.0,+3.05%,5000.0,20723.0,31824.0,2326.0
466.0,태경산업,10760.0,1780.0,+19.82%,500.0,7334.0,6250.0,549.0
467.0,CJ4우(전환),74400.0,800.0,-1.06%,5000.0,,,
468.0,일신방직,13470.0,230.0,+1.74%,500.0,5931.0,11767.0,-160.0
469.0,HJ중공업,3765.0,15.0,+0.40%,5000.0,17882.0,25677.0,66.0
470.0,삼진제약,22500.0,350.0,-1.53%,1000.0,2740.0,4066.0,232.0
471.0,수산인더스트리,21800.0,400.0,-1.80%,200.0,3035.0,5772.0,506.0
472.0,방림,7300.0,50.0,-0.68%,500.0,1558.0,2652.0,21.0
473.0,광동제약,5800.0,20.0,+0.35%,1000.0,14315.0,9320.0,382.0
474.0,에스엠벡셀,2720.0,45.0,-1.63%,500.0,1368.0,1496.0,34.0
475.0,환인제약,16240.0,20.0,-0.12%,500.0,1989.0,3694.0,298.0
476.0,TRUE KIS CD금리투자 ETN,50160.0,0.0,0.00%,0.0,,,
477.0,DL건설,13630.0,110.0,-0.80%,5000.0,19624.0,17468.0,811.0
478.0,한국쉘석유,230500.0,0.0,0.00%,5000.0,3016.0,1723.0,351.0
479.0,한진,19920.0,20.0,-0.10%,5000.0,28494.0,40932.0,1145.0
480.0,백광산업,6560.0,480.0,-6.82%,500.0,2327.0,4032.0,279.0
481.0,STX엔진,12750.0,110.0,-0.86%,2500.0,5440.0,8534.0,-88.0
482.0,모토닉,8810.0,80.0,-0.90%,500.0,2239.0,4641.0,138.0
483.0,한국철강,6820.0,0.0,0.00%,1000.0,10642.0,9387.0,1215.0
484.0,경방,10530.0,10.0,+0.10%,500.0,3892.0,12483.0,319.0
485.0,락앤락,5750.0,30.0,-0.52%,500.0,5212.0,7085.0,23.0
486.0,대한제당,3205.0,140.0,-4.19%,500.0,13781.0,12195.0,381.0
487.0,도화엔지니어링,8470.0,40.0,+0.47%,500.0,5558.0,5226.0,119.0
488.0,KODEX 은행,5905.0,40.0,-0.67%,0.0,,,
489.0,일진다이아,19930.0,170.0,-0.85%,1000.0,1868.0,5993.0,33.0
490.0,현대차증권,8910.0,80.0,-0.89%,5000.0,11860.0,102331.0,1146.0
491.0,유니온머티리얼,6720.0,1550.0,+29.98%,500.0,1261.0,2042.0,8.0
492.0,삼익THK,13440.0,30.0,-0.22%,500.0,3391.0,4440.0,206.0
493.0,삼양패키징,17800.0,40.0,+0.23%,5000.0,4074.0,6426.0,237.0
494.0,BYC,449000.0,8000.0,-1.75%,5000.0,1697.0,6689.0,253.0
495.0,대한방직,52700.0,100.0,+0.19%,1000.0,1915.0,2106.0,-39.0
496.0,STX,9690.0,360.0,+3.86%,2500.0,11886.0,7418.0,-20.0
497.0,코오롱글로벌,14590.0,30.0,-0.21%,5000.0,26021.0,28341.0,1667.0
498.0,유니퀘스트,10050.0,250.0,+2.55%,500.0,7395.0,6107.0,409.0
499.0,그린케미칼,11430.0,250.0,+2.24%,500.0,3249.0,1966.0,172.0
500.0,KBSTAR Fn수소경제테마,10020.0,180.0,-1.76%,0.0,,,
501.0,일진전기,7390.0,210.0,+2.92%,1000.0,11647.0,8395.0,315.0
502.0,한국콜마홀딩스,14730.0,240.0,-1.60%,500.0,6499.0,12691.0,330.0
503.0,제일약품,18440.0,120.0,-0.65%,500.0,7222.0,4569.0,-135.0
504.0,키다리스튜디오,7280.0,110.0,-1.49%,500.0,1694.0,3788.0,43.0
505.0,롯데하이마트,11400.0,50.0,+0.44%,5000.0,33368.0,24642.0,-520.0
506.0,GS글로벌,3260.0,70.0,+2.19%,2500.0,50709.0,14194.0,705.0
507.0,케이씨,19820.0,490.0,+2.53%,500.0,8580.0,10046.0,1012.0
508.0,TIGER 중장기국채,49320.0,140.0,+0.28%,0.0,,,
509.0,현대비앤지스틸,17760.0,1180.0,+7.12%,5000.0,12812.0,8578.0,335.0
510.0,한솔제지,11220.0,130.0,-1.15%,5000.0,24580.0,22100.0,1302.0
511.0,대상홀딩스,7370.0,160.0,-2.12%,1000.0,52267.0,40153.0,1438.0
512.0,광주신세계,33150.0,200.0,+0.61%,1000.0,1849.0,9135.0,656.0
513.0,KODEX 코스피,25360.0,235.0,-0.92%,0.0,,,
514.0,현대지에프홀딩스,4110.0,5.0,-0.12%,500.0,39232.0,31851.0,600.0
515.0,AK홀딩스,19770.0,70.0,+0.36%,5000.0,37880.0,50043.0,-218.0
516.0,자이에스앤디,6750.0,60.0,-0.88%,1000.0,24790.0,19527.0,1989.0
517.0,신세계 I&C,15200.0,20.0,+0.13%,500.0,5969.0,4829.0,375.0
518.0,미래에셋 레버리지 원유선물혼합 ETN(H),6350.0,720.0,-10.18%,0.0,,,
519.0,대원강업,4195.0,60.0,+1.45%,500.0,10245.0,10104.0,221.0
520.0,SNT홀딩스,15940.0,290.0,+1.85%,500.0,16295.0,25584.0,1447.0
521.0,에이프로젠바이오로직스,389.0,1.0,+0.26%,500.0,652.0,6761.0,-54.0
522.0,사조대림,28250.0,650.0,+2.36%,5000.0,20188.0,11683.0,977.0
523.0,테이팩스,54700.0,200.0,-0.36%,500.0,1823.0,1976.0,255.0
524.0,현대차3우B,107200.0,100.0,-0.09%,5000.0,,,
525.0,대동,10720.0,20.0,+0.19%,1000.0,14637.0,17138.0,883.0
526.0,스틱인베스트먼트,6150.0,170.0,-2.69%,500.0,604.0,2539.0,103.0
527.0,하나제약,14420.0,80.0,-0.55%,500.0,2108.0,3460.0,312.0
528.0,SOL 종합채권(AA-이상)액티브,102245.0,250.0,+0.25%,0.0,,,
529.0,유진투자증권,2640.0,10.0,-0.38%,5000.0,18216.0,80764.0,181.0
530.0,코오롱,20250.0,200.0,-0.98%,5000.0,56599.0,44775.0,3110.0
531.0,한전산업,7840.0,40.0,-0.51%,500.0,3460.0,1578.0,187.0
532.0,KBSTAR 단기종합채권(AA-이상)액티브,104060.0,30.0,+0.03%,0.0,,,
533.0,코오롱모빌리티그룹,4070.0,25.0,-0.61%,500.0,,,
534.0,종근당홀딩스,50900.0,100.0,+0.20%,2500.0,9090.0,13764.0,-329.0
535.0,KBSTAR 미국나스닥100,13025.0,150.0,-1.14%,0.0,,,
536.0,동양,1056.0,5.0,-0.47%,500.0,7677.0,9836.0,79.0
537.0,KBSTAR KIS국고채30년Enhanced,71775.0,505.0,+0.71%,0.0,,,
538.0,만호제강,60500.0,1000.0,+1.68%,1000.0,2537.0,2570.0,2.0
539.0,삼영무역,13500.0,0.0,0.00%,500.0,4925.0,6242.0,194.0
540.0,아주스틸,9420.0,0.0,0.00%,500.0,10562.0,7602.0,46.0
541.0,TIGER Fn반도체TOP10,7890.0,65.0,+0.83%,0.0,,,
542.0,KBSTAR 미국S&P500,12045.0,135.0,-1.11%,0.0,,,
543.0,HLB글로벌,5720.0,120.0,-2.05%,500.0,446.0,1202.0,-147.0
544.0,현대코퍼레이션,18310.0,770.0,+4.39%,5000.0,61270.0,18313.0,668.0
545.0,한솔테크닉스,7510.0,1120.0,+17.53%,5000.0,16474.0,10719.0,551.0
546.0,NPC,6550.0,40.0,-0.61%,500.0,5446.0,5273.0,235.0
547.0,경동인베스트,101600.0,3600.0,-3.42%,5000.0,2755.0,5868.0,147.0
548.0,대한제분,141900.0,1700.0,-1.18%,5000.0,13682.0,13184.0,433.0
549.0,성신양회,9770.0,160.0,-1.61%,5000.0,10304.0,11876.0,18.0
550.0,TIGER 리츠부동산인프라,4505.0,5.0,-0.11%,0.0,,,
551.0,한국금융지주우,40700.0,350.0,-0.85%,5000.0,,,
552.0,일진홀딩스,4810.0,210.0,+4.57%,1000.0,14339.0,15861.0,449.0
553.0,동화약품,8460.0,30.0,+0.36%,1000.0,3404.0,4611.0,299.0
554.0,덕양산업,7230.0,1280.0,+21.51%,500.0,15420.0,5202.0,307.0
555.0,JW홀딩스,3240.0,10.0,-0.31%,500.0,8645.0,11576.0,1033.0
556.0,대교,2770.0,20.0,-0.72%,500.0,6831.0,6667.0,-500.0
557.0,미원홀딩스,100600.0,300.0,-0.30%,500.0,4993.0,4859.0,228.0
558.0,금호건설,6280.0,0.0,0.00%,5000.0,20485.0,16912.0,559.0
559.0,삼성 인버스 2X WTI원유 선물 ETN,155.0,15.0,+10.71%,0.0,,,
560.0,대성에너지,8400.0,40.0,+0.48%,1000.0,10209.0,8345.0,9.0
561.0,동성케미컬,4615.0,20.0,+0.44%,1000.0,11401.0,8995.0,554.0
562.0,무림P&P,3665.0,15.0,+0.41%,2500.0,7741.0,16041.0,683.0
563.0,KPX케미칼,47100.0,50.0,-0.11%,5000.0,9836.0,7768.0,465.0
564.0,에이블씨엔씨,8730.0,320.0,+3.80%,500.0,2479.0,1954.0,100.0
565.0,KBSTAR 코스피,25765.0,215.0,-0.83%,0.0,,,
566.0,TIGER 차이나CSI300,10025.0,65.0,-0.64%,0.0,,,
567.0,와이투솔루션,1328.0,22.0,+1.68%,500.0,1205.0,1266.0,18.0
568.0,교촌에프앤비,8990.0,20.0,+0.22%,500.0,5175.0,3050.0,88.0
569.0,KPX홀딩스,53000.0,100.0,-0.19%,5000.0,12404.0,18199.0,555.0
570.0,넥센,4180.0,5.0,-0.12%,500.0,30040.0,47269.0,-225.0
571.0,삼성출판사,22200.0,0.0,0.00%,500.0,517.0,2115.0,-9.0
572.0,화승인더,4010.0,240.0,+6.37%,500.0,19130.0,17795.0,733.0
573.0,KODEX 골드선물(H),13120.0,205.0,+1.59%,0.0,,,
574.0,KBSTAR ESG사회책임투자,10255.0,160.0,-1.54%,0.0,,,
575.0,다올투자증권,3625.0,115.0,+3.28%,5000.0,18420.0,95037.0,1070.0
576.0,AJ네트웍스,4690.0,60.0,-1.26%,1000.0,12084.0,14814.0,754.0
577.0,대덕,6430.0,20.0,+0.31%,500.0,16619.0,19034.0,1969.0
578.0,이월드,1529.0,18.0,-1.16%,1000.0,1265.0,4317.0,146.0
579.0,KODEX K-메타버스액티브,8720.0,20.0,+0.23%,0.0,,,
580.0,ACE 단기통안채,101395.0,25.0,+0.02%,0.0,,,
581.0,KODEX 미국채울트라30년선물(H),9050.0,110.0,+1.23%,0.0,,,
582.0,SOL 200TR,11580.0,120.0,-1.03%,0.0,,,
583.0,하이트진로홀딩스,9250.0,30.0,+0.33%,5000.0,24843.0,39450.0,2025.0
584.0,HDC랩스,8230.0,90.0,-1.08%,500.0,6107.0,3826.0,123.0
585.0,KODEX 국고채3년,57820.0,90.0,+0.16%,0.0,,,
586.0,금호석유우,70400.0,700.0,-0.98%,5000.0,,,
587.0,사조산업,42550.0,100.0,-0.23%,5000.0,6610.0,11666.0,552.0
588.0,디앤디플랫폼리츠,3300.0,5.0,+0.15%,1000.0,200.0,8690.0,103.0
589.0,흥국화재,3305.0,25.0,-0.75%,5000.0,45289.0,139661.0,1860.0
590.0,삼부토건,1072.0,11.0,-1.02%,1000.0,4632.0,5118.0,-630.0
591.0,퍼스텍,4395.0,65.0,+1.50%,500.0,1602.0,2113.0,31.0
592.0,LS전선아시아,6880.0,10.0,-0.15%,500.0,8185.0,5067.0,275.0
593.0,한독,15210.0,60.0,-0.39%,500.0,5438.0,8711.0,285.0
594.0,태경비케이,7580.0,50.0,+0.66%,500.0,3451.0,3612.0,319.0
595.0,KODEX ESG종합채권(A-이상)액티브,103810.0,145.0,+0.14%,0.0,,,
596.0,이구산업,6230.0,200.0,+3.32%,500.0,4296.0,3372.0,137.0
597.0,부국증권,20000.0,90.0,+0.45%,5000.0,9834.0,14814.0,605.0
598.0,대창단조,7180.0,130.0,-1.78%,500.0,4215.0,3382.0,499.0
599.0,TIGER KRX BBIG K-뉴딜,6945.0,65.0,-0.93%,0.0,,,
600.0,KBSTAR 200TR,17560.0,140.0,-0.79%,0.0,,,
601.0,디아이,7140.0,270.0,+3.93%,500.0,2310.0,2746.0,112.0
602.0,S-Oil우,50100.0,600.0,-1.18%,2500.0,,,
603.0,삼성전기우,69300.0,400.0,-0.57%,5000.0,,,
604.0,두산우,50300.0,600.0,-1.18%,5000.0,,,
605.0,LG우,66200.0,200.0,-0.30%,5000.0,,,
606.0,경농,10240.0,130.0,+1.29%,500.0,3616.0,4486.0,410.0
607.0,경인양행,4785.0,100.0,+2.13%,500.0,4026.0,5483.0,281.0
608.0,한국내화,4820.0,980.0,+25.52%,500.0,3588.0,3260.0,105.0
609.0,NI스틸,6910.0,100.0,+1.47%,500.0,3554.0,3974.0,677.0
610.0,예스코홀딩스,32900.0,50.0,-0.15%,5000.0,14715.0,14914.0,3.0
611.0,서연,8400.0,30.0,+0.36%,500.0,32515.0,23235.0,1886.0
612.0,삼화전기,29700.0,6850.0,+29.98%,1000.0,2391.0,1391.0,136.0
613.0,CJ제일제당 우,147100.0,300.0,+0.20%,5000.0,,,
614.0,선진,8200.0,50.0,-0.61%,500.0,18708.0,13336.0,706.0
615.0,TIGER 25-10 회사채(A+이상)액티브,50400.0,90.0,+0.18%,0.0,,,
616.0,삼영전자,9660.0,200.0,+2.11%,500.0,2278.0,5393.0,163.0
617.0,세종공업,6940.0,10.0,-0.14%,500.0,18589.0,11494.0,321.0
618.0,신한서부티엔디리츠,3435.0,5.0,-0.15%,1000.0,149.0,5809.0,94.0
619.0,백산,8290.0,160.0,+1.97%,500.0,4759.0,3389.0,503.0
620.0,삼성제약,2830.0,20.0,-0.70%,500.0,518.0,1179.0,-140.0
621.0,한신기계,5840.0,110.0,-1.85%,500.0,560.0,1157.0,-41.0
622.0,태림포장,2675.0,10.0,+0.38%,500.0,7840.0,6512.0,309.0
623.0,디아이씨,4845.0,155.0,-3.10%,500.0,6959.0,6482.0,313.0
624.0,JW생명과학,11890.0,10.0,+0.08%,2500.0,1889.0,2529.0,271.0
625.0,KSS해운,8120.0,60.0,-0.73%,500.0,4454.0,16592.0,695.0
626.0,신한 블룸버그 -2X 천연가스 선물 ETN(H),74695.0,5835.0,+8.47%,0.0,,,
627.0,KB 블룸버그 인버스2X 천연가스선물 ETN(H),74540.0,4865.0,+6.98%,0.0,,,
628.0,TIGER Fn메타버스,8640.0,30.0,+0.35%,0.0,,,
629.0,ACE 베트남VN30(합성),17170.0,85.0,-0.49%,0.0,,,
630.0,ARIRANG 코스피TR,13205.0,100.0,-0.75%,0.0,,,
631.0,한세예스24홀딩스,4615.0,50.0,+1.10%,500.0,33221.0,20370.0,1929.0
632.0,LS네트웍스,2340.0,15.0,-0.64%,5000.0,3629.0,13004.0,80.0
633.0,TIGER 차이나과창판STAR50(합성),8355.0,105.0,-1.24%,0.0,,,
634.0,미래에셋 S&P -2X 천연가스 선물 ETN(H),73685.0,4570.0,+6.61%,0.0,,,
635.0,KOSEF 인도Nifty50(합성),19035.0,175.0,-0.91%,0.0,,,
636.0,노루페인트,9180.0,660.0,+7.75%,500.0,7533.0,6682.0,261.0
